Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,PARweatherstation,Weight,"Wetness (LGR S/N: 21432090, SEN S/N: 21367120) - weather station","Temperature (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Relative Humidity (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Wind Speed (LGR S/N: 21432090, SEN S/N: 21435605) - weather station",Cumulative seconds
yyyy-mm-dd,hh:mm:ss,string,No,cm2,string,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,µmol/s,kPa,mV,mV,°C,°C,°C,°C,µmol m-2 s-1,µmol m-2 s-1,steps,%,mmol m-2 s-1,Pa/kPa,mmol m-2 s-1,µmol m-2 s-1,ppm,ppm,ppm,umol m-2 s-1,g,%,oC,%,m/s,s
2/4/2023,12:56:07,MP_010,12,8,AFF2FF041FF-------------------,,446.2166,446.4451,-0.5065905,-6.591345,9940.481,9945.906,1292.691,1152.45,1249.76,97.574,1607,1458,5.8,4.73,5.9,3.63,1457.1,0.2,3,84.44,-0.2212543,-1.048413,211.0373,9.603037,370.0509,440.37,9805.7,1721.2,14.88,15.29,4.759,92.084,4.03,2570235
2/4/2023,16:56:46,MP_010,12,8,AFF2FF041FF-------------------,,449.8384,449.8571,-0.4042458,-1.270916,9928.24,9925.367,1236.771,938.5288,1249.74,97.719,1630,1470,4.02,4.06,3.76,3.44,107.9,0.3,3,88.8,-0.470436,-1.282469,366.8204,1.565123,443.2487,449.01,9627.1,183.7,13.92,98.24,3.142,99.208,3.02,2584674
2/6/2023,12:01:40,MP_010,12,8,AFF2FF041FF-------------------,,444.2473,444.1813,-0.8198298,-1.173738,8831.131,8818.985,2032.111,3040.977,1249.7,98.673,1814,1598,5.58,5.46,5.05,4.08,733.7,0.5,3,86.03,1.59162,-0.7128219,-2232.844,-0.1535292,444.1978,443.81,9827.9,1173.7,12.35,10,4.62,80.504,1.51,2739768
2/6/2023,15:03:18,MP_010,12,8,AFF2FF041FF-------------------,,446.1693,446.2479,-1.093054,-0.9463176,8805.708,8802.31,3523.052,3347.216,1249.75,98.558,1954,1685,5.88,5.7,5.94,4.45,600.3,0.2,3,85.48,-0.2770787,0.6679475,-414.8211,-0.1055385,445.5477,446.41,8626.5,951.2,12.19,5.29,4.118,74.984,1.51,2750666
2/7/2023,14:25:10,MP_010,12,8,AFF2FF041FF-------------------,,449.3776,448.9219,-0.8136762,-3.005371,9429.436,9408.179,1743.437,2342.528,1249.78,98.5,1677,1505,6.7,6.03,6.31,4.21,1297.6,0.6,3,84.83,0.9453776,-0.5066376,-1865.984,3.00171,449.4767,446.61,10007.3,1638.7,14.08,8.24,5.134,84.996,5.03,2834778
2/8/2023,10:17:59,MP_010,12,8,AFF2FF041FF-------------------,,447.816,447.8461,-0.7009281,-2.199737,9204.762,9200.981,1684.605,1259.842,1249.78,99.763,1519,1393,4.03,3.88,4,3.35,378.6,0.1,3,87.45,-0.6694534,-0.6998922,956.5094,2.640294,442.53,446.35,8776.2,606.2,13.16,100,2.453,97.986,3.52,2906347
2/8/2023,13:02:11,MP_010,12,8,AFF2FF041FF-------------------,,447.3194,447.3124,-0.6532826,-1.793008,9307.433,9309.153,1820.618,1231.319,1249.69,99.75,1565,1426,4.15,3.94,4.03,3.16,464.6,0.2,3,86.62,-0.9286482,-0.6097632,1522.965,2.194701,444.3322,446.16,8719.9,811.2,12.93,100,2.317,98.219,7.55,2916199
2/9/2023,14:03:34,MP_010,12,8,AFF2FF041FF-------------------,,444.8634,444.8779,-0.8954562,-3.457427,10365.89,10365.62,2035.947,2131.045,1249.73,98.502,1772,1570,12.71,12.5,6.08,11.47,1311,0,3,84.55,0.1501301,4.295881,34.94746,3.935814,264.2476,442.3,10460.7,1578.7,13.54,8.82,6.419,87.883,3.02,3006282
2/9/2023,17:44:20,MP_010,12,8,AFF2FF041FF-------------------,,446.0458,446.0048,-1.016435,-1.962073,10163.38,10160.87,2388.817,2140.708,1249.75,98.617,1785,1576,5.81,5.83,5.8,4.67,478.4,0.2,3,91.27,-0.3914722,-0.5498113,712.0119,1.651479,441.7888,445.03,9912.8,896.2,12.56,12.94,5.767,87.135,3.52,3019528
2/13/2023,17:14:38,MP_010,12,8,AFF2FF041FF-------------------,,445.0295,445.0357,-0.8313467,-2.241677,9623.173,9627.493,2182.251,2561.086,1249.72,98.532,1830,1607,4.99,4.87,4.6,3.53,375.6,0.5,3,85.61,0.5977802,-1.245841,-479.8207,1.93799,450.7496,443.58,10006.3,,12.81,,,,,3363346
2/14/2023,12:14:32,MP_010,12,8,AFF2FF041FF-------------------,,446.337,446.3382,-0.975835,-1.450719,8823.071,8823.602,2471.2,2236.606,1249.73,98.628,1710,1524,3.89,3.75,3.87,3.17,251.6,0.3,3,86.81,-0.3696488,-0.4967773,744.0935,0.9066544,444.3043,445.86,8589,,12.59,,,,,3431740
2/15/2023,10:47:34,MP_010,12,8,AFF2FF041FF-------------------,,447.9624,448.2845,-0.7331436,-1.350748,7068.207,7069.677,2027.369,2033.978,1249.76,99.669,1504,1382,1.21,0.97,0.94,0.33,268.1,0.5,3,86.13,0.01039875,-0.5060492,-20.54889,0.960165,521.0015,447.73,7076.3,,12.83,,,,,3512922
2/15/2023,14:21:45,MP_010,12,8,AFF2FF041FF-------------------,,443.325,443.2422,-1.046576,-0.9798099,7575.112,7570.165,2565.187,2705.107,1249.73,99.839,1800,1591,4.43,4.31,5.05,2.41,1848,0.3,3,81.77,0.2202753,0.6167161,357.1745,-0.2019497,443.766,443.31,7710.1,,12.09,,,,,3525773
2/15/2023,17:18:23,MP_010,12,8,AFF2FF041FF-------------------,,449.3769,449.5406,-0.8215044,-0.2896655,7221.547,7217.793,2004.223,1755.532,1249.79,100.088,1524,1396,1.33,1.26,1.41,0.85,146.8,0.2,3,86.73,-0.391242,-0.2872939,1361.818,-0.6547636,451.0421,450.09,6969.1,,11.89,,,,,3536371
2/16/2023,12:49:16,MP_010,12,8,AFF2FF041FF-------------------,,445.6404,445.5365,-0.9999946,-0.6899019,7489.616,7453.282,2992.928,2551.14,1249.91,100.688,1505,1383,3.7,3.64,3.63,2.4,571.9,0.4,3,84.47,-0.6951171,0.8653794,-803.2513,-0.1745575,444.9224,445.86,7011.5,,11.58,,,,,3606624
2/16/2023,16:31:55,MP_010,12,8,AFF2FF041FF-------------------,,446.956,446.9817,-0.9991647,-0.7237448,7897.838,7886.867,2294.237,2446.849,1249.71,100.67,1434,1338,4.46,4.02,4.52,2.52,1181.8,0.2,3,83.93,0.2403336,4.80E-02,5007.834,-0.5377365,447.3979,447.26,8039.5,,11.4,,,,,3619983
2/18/2023,10:39:53,MP_010,12,8,AFF2FF041FF-------------------,,445.5683,445.5061,-0.3618968,-1.50734,9325.148,9317.269,1093.125,939.4826,1249.76,99.831,1583,1438,3.93,3.51,4.12,3.31,431.2,0.2,3,84.91,-0.2422392,-1.310021,184.9124,1.89705,429.2668,444.38,9163.6,,12.1,,,,,3771661
