Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,Red x T,Green x T,Blue x T,White x T,RGBW x T,PAR_LP,weight
yyyy-mm-dd,hh:mm:ss,string,No,cm2,string,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,µmol/s,kPa,mV,mV,°C,°C,°C,°C,µmol m-2 s-1,µmol m-2 s-1,steps,%,mmol m-2 s-1,Pa/kPa,mmol m-2 s-1,µmol m-2 s-1,ppm,ppm,ppm,arb. unit,arb. unit,arb. unit,arb. unit,arb. unit,µmol m-2 s-1,g
2/16/2024,10:58:24,MP_010,1,69.472,AFC2FF041FF----------1FF------,,472.8334,472.8331,0.118041,-3.739257,14680.43,14668,-2410.331,-1953.847,1224.82,100,2287,1813,4.95,4.98,18.63,3.74,51.7,0.3,4,87.27,8.17E-02,-6.494814,-12.58173,0.6417368,553.6992,468.95,15124.5,3.24,3,4.89,3.87,15,0,61.1
2/16/2024,11:08:09,MP_010,1,69.472,AFC2FF041FF----------1FF------,,474.1645,474.2342,0.118041,-6.897027,14975.44,14957.49,-2410.331,-1934.073,1224.92,100.011,2318,1835,4.97,4.98,18.74,3.79,98.9,0.5,4,87.4,8.53E-02,-6.809839,-12.52444,1.197035,622.1349,467.25,15433.8,6.48,6,9.78,7.74,30,0,61.1
2/16/2024,11:22:27,MP_010,1,69.472,AFC2FF041FF----------1FF------,,474.2323,474.2914,0.118041,-10.83243,15471.8,15455.26,-2410.331,-2122.533,1223.72,100.029,2352,1856,4.98,4.94,18.58,3.72,202.5,0.3,4,87.38,5.15E-02,-7.150094,-7.203434,1.905015,883.3974,463.33,15743.1,15.66,14.5,23.64,18.71,72.5,0,59.89
2/16/2024,11:35:34,MP_010,1,69.472,AFC2FF041FF----------1FF------,,475.5856,475.7539,0.118041,-14.74829,15848.03,15834.18,-2410.331,-2337.882,1222.78,100.049,2372,1867,4.98,4.93,18.8,3.63,400.9,0.3,4,87.07,1.30E-02,-7.324152,-1.769207,2.610658,2781.373,460.9,15906.6,31.86,29.5,48.09,38.06,147.5,0,59.89
2/16/2024,11:45:47,MP_010,1,69.472,AFC2FF041FF----------1FF------,,476.9588,476.8704,0.118041,-18.58745,16138.38,16128.87,-2410.331,-2614.707,1219.66,100.07,2384,1870,4.99,4.87,18.77,3.35,800.4,0.4,4,86.52,-3.65E-02,-7.380699,4.940068,3.300664,-584.941,458.09,15924.5,66.96,62,101.06,79.98,310,0,59.89
2/16/2024,11:54:45,MP_010,1,69.472,AFC2FF041FF----------1FF------,,476.4284,476.8463,0.118041,-20.88422,16367.2,16351.03,-2410.331,-2863.463,1217.07,100.07,2391,1873,5,4.88,19.08,3.06,1193.4,0.7,4,85.85,-8.07E-02,-7.347589,10.97856,3.716135,-69.89228,455.94,15897.9,106.92,99,161.37,127.71,495,0,58.46
2/16/2024,12:33:55,ZPc010,0,0,AFC2FF041FF----------1FF------,,478.4346,478.4543,-0.6887911,-0.6887911,19348.05,19343.33,1092.227,1092.227,1149.59,100.11,2418,1888,24.99,24.91,18.66,24.7,5.7,0.2,4,42.85,,,,,,477.69,22845.2,0,0,0,0,0,0,NA
2/16/2024,13:01:39,MP_010,1,69.472,AFC2FF041FF----------1FF------,,478.4506,477.9459,-0.6887911,17.82688,19353.93,19375.77,1092.227,8574.797,1137.36,100.13,2429,1894,24.99,24.96,20.92,24.72,0,0.2,4,87.71,1.258818,4.837314,260.2307,-3.656143,514.4833,496.38,26858.3,0,0,0,0,0,0,59.31
2/16/2024,13:13:12,MP_010,1,69.472,AFC2FF041FF----------1FF------,,478.6596,478.6681,-0.6887911,4.444387,19074.09,19087.63,1092.227,9144.476,1136.33,100.151,2431,1894,24.98,24.95,18.83,24.71,55.1,0.2,4,88.21,1.353822,4.521714,299.4045,-1.494568,488.1393,483.78,27139.9,3.78,3.5,5.71,4.52,17.5,0,59.31
2/16/2024,13:54:45,MP_010,1,69.472,AFC2FF041FF----------1FF------,,478.8222,478.8378,-0.6887911,10.67542,18099.84,18119.57,1092.227,9960.266,1169.46,100.214,2439,1899,19.99,19.97,21.29,19.44,0,0.2,4,93.19,1.53421,-3.803479,-403.3701,-2.665069,482.7796,490.2,26987.6,0,0,0,0,0,0,60.77
2/16/2024,14:06:56,MP_010,1,69.472,AFC2FF041FF----------1FF------,,480.4446,480.4755,-0.6887911,-1.3749,18437.56,18442.34,1092.227,9700.505,1156.21,100.238,2440,1900,19.99,19.96,18.57,19.46,53.7,0.1,4,93.11,1.472492,-3.888701,-378.659,-0.592299,480.2619,479.79,27050.6,3.24,3,4.89,3.87,15,0,60.77
2/16/2024,14:19:42,MP_010,1,69.472,AFC2FF041FF----------1FF------,,480.6127,480.7135,-0.6887911,-6.376753,18288.29,18302.47,1092.227,9806.073,1156.66,100.253,2441,1900,19.99,19.95,18.55,19.45,102.6,0.1,4,92.9,1.491078,-3.871755,-385.1167,0.2388184,478.7977,474.95,27016.3,6.48,6,9.78,7.74,30,0,59.98
2/16/2024,14:34:32,MP_010,1,69.472,AFC2FF041FF----------1FF------,,481.3842,481.367,-0.6887911,-13.33048,18162.38,18183.94,1092.227,9921.865,1159.05,100.289,2439,1900,19.98,19.92,18.59,19.4,199.9,0.1,4,92.7,1.514009,-3.921665,-386.0629,1.39944,477.2786,468.73,27013.6,14.58,13.5,22.01,17.42,67.5,0,59.98
2/16/2024,14:42:26,MP_010,1,69.472,AFC2FF041FF----------1FF------,,481.5281,481.8488,-0.6887911,-19.67686,18044.38,18046.68,1092.227,10037.02,1157.76,100.297,2439,1900,19.99,19.92,18.57,19.29,401.7,0.2,4,92.83,1.532013,-3.900837,-392.7395,2.455218,475.5076,462.9,26991.5,29.7,27.5,44.83,35.48,137.5,0,59.98
2/16/2024,15:02:00,MP_010,1,69.472,AFC2FF041FF----------1FF------,,483.6815,483.584,-0.6887911,-27.31939,17705.46,17712.06,1092.227,10526.1,1155.09,100.336,2439,1900,19.99,19.89,18.82,19.04,798.3,0.2,4,92.9,1.612309,-4.112908,-392.012,3.691061,474.617,456.94,27145.9,61.56,57,92.91,73.53,285,0,59.98
2/16/2024,15:52:55,MP_010,1,69.472,AFC2FF041FF----------1FF------,,488.0707,487.5595,-0.6887911,-17.73993,16642.42,16660.05,1092.227,11670.65,1151.96,100.411,2440,1901,19.98,19.87,18.7,18.69,1204.6,0.5,4,91.94,1.803193,-4.25505,-423.7771,1.979101,480.8627,470.42,27238.5,98.28,91,148.33,117.39,455,0,56.49
2/26/2024,9:21:03,ZPc010,0,0,AFC2FF041FF----------1FF------,,483.5079,483.5355,-2.020229,-2.020229,10075.52,10051.5,-563.2427,-563.2427,1252.67,100.826,1854,1566,4.79,4.96,17.49,3.51,10,0.7,4,71.57,,,,,,481.51,9484.7,0,0,0,0,0,0,NA
2/26/2024,9:38:38,MP_010,1,69.472,AFC2FF041FF----------1FF------,,480.0031,480.4799,-2.020229,5.191583,11052.43,11018.61,-563.2427,448.7045,1249.81,100.84,2031,1671,5.12,5.16,25.55,3.81,0.3,0.6,4,85.69,0.1842674,-3.321497,-55.47721,-1.3873,451.2224,487.8,12030.6,0,0,0,0,0,0,68.38
2/26/2024,9:55:28,MP_010,1,69.472,AFC2FF041FF----------1FF------,,481.4224,481.6421,-2.020229,-7.509653,11990.17,11964.18,-563.2427,-31.63806,1249.78,100.861,2147,1741,4.98,5,17.78,3.5,537.5,0.5,4,86.78,9.68E-02,-3.892139,-24.88199,0.9414153,538.2827,476.18,12495.8,39.96,37,60.31,47.73,185,0,68.38
2/26/2024,10:25:03,MP_010,1,69.472,AFC2FF041FF----------1FF------,,472.929,472.6366,-2.020229,4.578042,13515.32,13482.28,-563.2427,-598.0509,1223.41,100.894,2276,1819,5.27,5.3,27.38,4.08,0.2,0.3,4,86,-6.21E-03,-4.675059,1.32905,-1.158986,1848.06,479.19,13447.5,0,0,0,0,0,0,65.91
2/26/2024,10:39:08,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.196,471.2703,-2.020229,-10.24513,14057.18,14049.13,-563.2427,-1102.374,1235.06,100.916,2326,1846,4.91,4.91,18,3.5,536.6,0.7,4,87.12,-9.72E-02,-4.979022,19.51356,1.507196,345.699,463.05,13510,35.64,33,53.79,42.57,165,0,65.91
2/26/2024,11:01:25,ZPc010,0,0,AFC2FF041FF----------1FF------,,461.9034,461.857,0.3560136,0.3560136,14431.23,14424.41,-1003.597,-1003.597,1238.17,100.931,2365,1862,4.97,5.07,18.02,3.91,7.3,0.2,4,86.36,,,,,,464.23,13983,0,0,0,0,0,0,NA
2/26/2024,11:14:31,MP_010,1,69.472,AFC2FF041FF----------1FF------,,462.2379,462.5321,0.3560136,4.020465,14627.29,14616.95,-1003.597,-999.32,1221.63,100.94,2379,1869,5.14,5.12,25.29,4.01,0.4,0.6,4,85.9,7.63E-04,-5.980406,-0.1276351,-0.6447312,-7446.395,466.29,14621.2,0,0,0,0,0,0,61.64
2/26/2024,11:33:55,MP_010,1,69.472,AFC2FF041FF----------1FF------,,462.8839,462.7668,0.3560136,-14.53078,14737.67,14734.13,-1003.597,-1036.665,1233.79,100.956,2395,1879,4.97,4.94,18,3.54,507,0.5,4,87.01,-5.96E-03,-6.172402,0.9656547,2.646494,-3843.859,447.86,14701.1,45.36,42,68.46,54.18,210,0,61.64
2/26/2024,11:56:22,MP_010,1,69.472,AFC2FF041FF----------1FF------,,487.808,487.4044,0.3560136,4.158275,14811.96,14812.01,-1003.597,-1046.263,1143.32,100.967,2403,1884,5.08,5.1,23.62,3.74,0.7,0.5,4,85.72,-7.13E-03,-6.145315,1.159733,-0.6222484,1336.912,491.14,14769.3,0,0,0,0,0,0,59.72
2/26/2024,12:13:45,MP_010,1,69.472,AFC2FF041FF----------1FF------,,494.688,494.5536,0.3560136,-17.25269,14764.07,14770.93,-1003.597,-899.8177,1142.91,101.004,2408,1887,4.98,4.94,17.97,3.59,536.5,0.4,4,87.09,1.73E-02,-6.352777,-2.728085,2.888608,2141.688,476.92,14874.7,35.64,33,53.79,42.57,165,0,59.72
2/26/2024,12:47:18,MP_010,1,69.472,AFC2FF041FF----------1FF------,,496.7163,496.3755,0.3560136,3.959476,14728.37,14725.9,-1003.597,-695.7484,1116.31,101.01,2416,1890,5.12,5.12,25.03,3.97,0.5,1.4,4,85.82,5.02E-02,-6.405221,-7.840735,-0.6041282,384.1288,499.91,15033.8,0,0,0,0,0,0,56
2/26/2024,13:03:38,MP_010,1,69.472,AFC2FF041FF----------1FF------,,502.3466,502.774,0.3560136,-16.69219,14652.63,14657.79,-1003.597,-714.545,1128.09,101.016,2414,1891,4.96,4.86,17.43,3.53,504.9,0.8,4,86.78,4.76E-02,-6.475313,-7.358497,2.745149,1075.658,485.8,14946.8,46.44,43,70.09,55.47,215,0,56
2/26/2024,13:31:20,MP_010,1,69.472,AFC2FF041FF----------1FF------,,500.6901,500.6914,0.3560136,3.678632,14634.03,14630.74,-1003.597,-628.1796,1113.04,101.019,2418,1893,5.1,5.1,25.03,3.95,0.2,0.8,4,85.66,6.11E-02,-6.39022,-9.555768,-0.563106,416.6505,503.99,15006.2,0,0,0,0,0,0,55.38
2/26/2024,13:46:37,MP_010,1,69.472,AFC2FF041FF----------1FF------,,503.8228,504.0887,0.3560136,-13.07366,14524.36,14530.57,-1003.597,-626.881,1123.91,101.014,2418,1892,4.95,4.88,17.51,3.52,515.3,0.3,4,86.6,6.19E-02,-6.422939,-9.632183,2.142281,844.3156,490.67,14907.3,39.96,37,60.31,47.73,185,0,55.38
2/26/2024,14:29:12,MP_010,1,69.472,AFC2FF041FF----------1FF------,,500.8574,501.3042,0.3560136,3.26109,14597.88,14586.15,-1003.597,-598.8684,1107.33,101.001,2423,1894,5.12,5.12,24.82,3.79,0.5,0.3,4,85.12,6.55E-02,-6.360916,-10.29606,-0.4960739,433.782,504.29,14990.9,0,0,0,0,0,0,52.79
2/26/2024,14:50:48,MP_010,1,69.472,AFC2FF041FF----------1FF------,,512.4587,512.4333,0.3560136,-6.945402,14610.53,14609.07,-1003.597,-718.338,1110.47,100.999,2427,1897,4.96,4.9,17.87,3.4,525,0.3,4,85.92,4.63E-02,-6.396439,-7.236273,1.143708,758.0134,505.15,14894.3,32.4,30,48.9,38.7,150,0,52.79
2/26/2024,15:35:17,MP_010,1,69.472,AFC2FF041FF----------1FF------,,519.8643,519.4789,0.3560136,2.661029,14670.85,14675.29,-1003.597,474.0799,1083.08,101,2434,1899,7.25,7.36,29.31,6.06,0.5,0.3,4,84.99,0.2341545,-6.071111,-38.56865,-0.4815305,507.1659,521.77,16153,0,0,0,0,0,0,51.1
2/26/2024,15:49:17,MP_010,1,69.472,AFC2FF041FF----------1FF------,,535.1578,535.0879,0.3560136,-5.394482,14511.72,14517.42,-1003.597,-765.2067,1100.25,101.015,2433,1900,5.06,5.12,18.69,3.11,503.5,0.5,4,84.31,3.83E-02,-6.123518,-6.25786,0.8904394,757.4708,529.35,14755.8,37.8,35,57.05,45.15,175,0,51.1
2/26/2024,16:18:55,MP_010,1,69.472,AFC2FF041FF----------1FF------,,531.8761,531.1358,0.3560136,2.154244,14517,14516.08,-1003.597,-494.5458,1108.66,101.032,2438,1902,4.98,5,18.57,3.93,0.1,0.3,4,86.36,8.25E-02,-6.471519,-12.74437,-0.3309153,497.5448,532.85,15025.1,0,0,0,0,0,0,50.14
2/26/2024,16:33:01,MP_010,1,69.472,AFC2FF041FF----------1FF------,,540.9667,541.1542,0.3560136,-4.390629,14444.01,14447.46,-1003.597,-459.5092,1102.79,101.028,2439,1902,4.99,4.94,18.19,3.49,499.7,0.5,4,85.98,8.77E-02,-6.473445,-13.54493,0.7064425,623.6299,536.41,14991.6,43.2,40,65.2,51.6,200,0,50.14
2/27/2024,9:51:30,ZPc010,0,0,AFC2FF041FF----------1FF------,,469.6075,469.634,-0.3092483,-0.3092483,10775.05,10747.87,-86.15354,-86.15354,1231.99,99.772,2091,1711,4.99,5.04,16.46,3.97,2.2,0.6,4,72.09,,,,,,469.33,10658,0,0,0,0,0,0,NA
2/27/2024,10:08:44,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.4015,470.2629,-0.3092483,2.05287,11555.66,11534.68,-86.15354,913.577,1231.89,99.799,2178,1763,4.99,4.94,18.96,4.04,0.4,0.5,4,87.01,0.1795242,-3.875273,-46.32557,-0.5036929,458.4224,472.57,12534.4,0,0,0,0,0,0,49.58
2/27/2024,10:30:27,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.1935,471.0652,-0.3092483,-13.71146,12296.82,12279.39,-86.15354,540.3976,1224.86,99.846,2256,1809,4.98,4.88,16.79,3.67,538.4,0.4,4,86.88,0.1119114,-4.292382,-26.0721,2.311729,599.4794,457.62,12905.9,37.8,35,57.05,45.15,175,0,49.58
2/27/2024,10:47:20,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.684,470.8248,-0.3092483,2.575217,12838.39,12826.09,-86.15354,283.7722,1225.6,99.868,2297,1827,4.98,4.92,18.61,3.91,0.3,0.2,4,87.2,6.61E-02,-4.563796,-14.49093,-0.5401965,418.753,473.73,13196,0,0,0,0,0,0,49.18
2/27/2024,10:59:22,MP_010,1,69.472,AFC2FF041FF----------1FF------,,473.0833,472.8336,-0.3092483,-11.59234,13053.18,13048.19,-86.15354,104.0699,1220.99,99.889,2319,1839,4.98,4.93,17.03,3.57,537.4,0.6,4,86.57,3.39E-02,-4.602489,-7.361422,1.967399,883.2601,461.51,13238.4,37.8,35,57.05,45.15,175,0,49.18
2/27/2024,11:26:17,MP_010,1,69.472,AFC2FF041FF----------1FF------,,472.9095,473.1331,-0.3092483,2.566453,13672.75,13666.86,-86.15354,-213.8407,1225.34,99.89,2354,1857,4.98,4.96,19.06,3.94,0.2,0.5,4,86.75,-0.0228305,-4.889053,4.669717,-0.4963452,646.122,476.03,13539.2,0,0,0,0,0,0,48.38
2/27/2024,11:42:22,MP_010,1,69.472,AFC2FF041FF----------1FF------,,475.0074,474.7536,-0.3092483,-8.191594,13930.66,13922.21,-86.15354,-442.4051,1219.2,99.889,2370,1866,4.98,4.93,17.7,3.55,538.9,0.5,4,86.13,-6.34E-02,-4.934482,12.84437,1.412901,298.1719,466.83,13566,36.72,34,55.42,43.86,170,0,48.38
2/27/2024,12:03:00,ZPc010,0,0,AFC2FF041FF----------1FF------,,471.9102,471.652,0.3043452,0.3043452,14248.23,14242.72,-561.6874,-561.6874,1222.01,99.881,2387,1874,4.97,5.04,17.85,3.92,6,0.3,4,86.08,,,,,,472.21,13766.3,0,0,0,0,0,0,NA
2/27/2024,12:22:49,MP_010,1,69.472,AFC2FF041FF----------1FF------,,473.7913,473.4375,0.3043452,2.211144,14369.07,14367.41,-561.6874,-776.5385,1209.29,99.882,2400,1880,5,5.02,22.17,3.78,0.8,0.5,4,85.17,-3.79E-02,-5.473511,6.930801,-0.3138838,550.3082,475.28,14152.6,0,0,0,0,0,0,47.13
2/27/2024,12:38:23,MP_010,1,69.472,AFC2FF041FF----------1FF------,,473.5522,473.752,0.3043452,-3.418483,14367.4,14366.85,-561.6874,-705.835,1213.06,99.896,2409,1885,4.97,4.91,18.01,3.5,514.4,0.4,4,85.69,-2.55E-02,-5.613312,4.548639,0.6620501,246.1393,470.06,14222.7,37.8,35,57.05,45.15,175,0,47.13
2/27/2024,13:14:37,MP_010,1,69.472,AFC2FF041FF----------1FF------,,475.5566,475.5064,0.3043452,1.97169,14633.38,14629.19,-561.6874,-940.2495,1214.35,99.923,2422,1893,5.02,5.04,22.91,3.76,0.5,0.6,4,84.39,-6.71E-02,-5.564308,12.06408,-0.2594154,515.0212,477.17,14250.6,0,0,0,0,0,0,46.13
2/27/2024,13:27:01,MP_010,1,69.472,AFC2FF041FF----------1FF------,,476.6847,476.9482,0.3043452,-0.9819753,14639.67,14639.28,-561.6874,-917.756,1215.59,99.928,2425,1894,4.95,4.95,18.22,3.41,536.1,0.6,4,85.15,-6.32E-02,-5.653045,11.18088,0.2551424,444.1676,475.71,14283.2,36.72,34,55.42,43.86,170,0,46.13
2/27/2024,13:54:51,ZPc010,0,0,AFC2FF041FF----------1FF------,,480.8055,480.0131,-0.1742108,-0.1742108,14762.26,14766.06,-770.9959,-770.9959,1219.57,99.978,2432,1898,4.99,5.11,18.3,3.88,2.8,0.3,4,86.08,,,,,,479.36,14556.9,0,0,0,0,0,0,NA
2/27/2024,14:08:43,MP_010,1,69.472,AFC2FF041FF----------1FF------,,478.102,478.3779,-0.1742108,1.731617,14633.08,14639.03,-770.9959,-823.8312,1213.29,99.944,2433,1898,5.02,5.04,22.72,3.87,0.4,0.7,4,84.73,-9.36E-03,-5.906637,1.585321,-0.3283445,809.3719,480.33,14586.2,0,0,0,0,0,0,45.11
2/27/2024,14:27:17,MP_010,1,69.472,AFC2FF041FF----------1FF------,,478.3641,477.8868,-0.1742108,0.0685626,14558.55,14556.42,-770.9959,-700.0377,1212.92,99.946,2433,1898,4.99,4.95,18.31,3.5,532.2,0.4,4,85.3,1.26E-02,-6.003835,-2.094086,-4.84E-02,446.3257,478.05,14627.4,37.8,35,57.05,45.15,175,0,45.11
2/27/2024,15:16:18,MP_010,1,69.472,AFC2FF041FF----------1FF------,,478.0674,478.1122,-0.1742108,1.683868,15108.77,15130.45,-770.9959,-1095.112,1209.82,99.929,2457,1909,4.98,4.98,22.11,3.86,0.4,0.2,4,85.87,-5.73E-02,-6.165592,9.29213,-0.2960763,534.5656,479.98,14806.3,0,0,0,0,0,0,44.37
2/27/2024,15:38:53,MP_010,1,69.472,AFC2FF041FF----------1FF------,,479.7167,480.2135,-0.1742108,0.7790103,14732.39,14735.69,-770.9959,-750.3625,1210.05,99.956,2456,1908,4.98,4.92,18.9,3.47,529.6,0.5,4,85.33,3.65E-03,-6.15392,-0.5927574,-0.1677856,42.1494,481.21,14756.3,37.8,35,57.05,45.15,175,0,44.37
2/28/2024,9:37:58,ZPc010,0,0,AFC2FF041FF----------1FF------,,473.1641,473.3139,-0.7098458,-0.7098458,10729.07,10715.3,649.109,649.109,1179,99.866,1978,1638,19.99,19.89,16.26,19.58,4,0.3,4,31.8,,,,,,472.62,11362.6,0,0,0,0,0,0,NA
2/28/2024,10:15:33,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.148,471.198,-0.7098458,14.68014,11868.62,11854.62,649.109,11464.09,1158.31,99.818,2205,1779,19.99,19.93,17.71,19.6,0,0.2,4,91.84,1.845013,0.6597946,2796.344,-3.463745,488.0208,486.59,22669.6,0,0,0,0,0,0,67.01
2/28/2024,10:50:35,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.9214,471.371,-0.7098458,-10.88567,11745.71,11752.91,649.109,12835.88,1158.04,99.758,2303,1829,19.98,19.85,16.96,19.22,500.8,0.2,4,93.19,2.081257,-0.744389,-2795.927,0.7365985,462.0269,461.08,23939.7,43.2,40,65.2,51.6,200,0,67.01
2/28/2024,11:07:18,ZPc010,0,0,AFC2FF041FF----------1FF------,,472.4033,472.3791,-5.849723,-5.849723,11964.51,11939.57,12728.03,12728.03,1169.98,99.727,2330,1842,19.99,19.91,16.86,19.5,5.3,0.1,4,37.82,,,,,,467.25,24015.2,0,0,0,0,0,0,NA
2/28/2024,11:17:48,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.9786,470.9166,-5.849723,11.56534,12554.27,12523.72,12728.03,12186.06,1156.07,99.717,2343,1848,19.98,19.89,18.1,19.62,0.1,0.1,4,89.06,-0.091282,11.50107,-7.936824,-2.853432,-76.22501,488.32,11981.8,0,0,0,0,0,0,64.83
2/28/2024,11:33:05,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.867,472.0739,-5.849723,-13.54288,12937.39,12929.31,12728.03,12311.5,1148.82,99.661,2358,1856,19.99,19.87,17.02,19.29,535.7,0.2,4,93.11,-0.0697521,10.94732,-6.371614,1.30457,773.2769,464.44,12512.8,37.8,35,57.05,45.15,175,0,64.83
2/28/2024,12:01:42,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.256,470.5032,-5.849723,10.7667,13583.05,13571.91,12728.03,12002.28,1150.51,99.612,2384,1869,19.98,19.91,18.71,19.58,0,0.1,4,91.19,-0.1217539,10.68055,-11.39959,-2.692494,113.6945,487.16,12846.2,0,0,0,0,0,0,62.86
2/28/2024,12:16:01,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.5827,471.3313,-5.849723,-16.50652,13634.82,13634.47,12728.03,12242.64,1145.77,99.58,2393,1875,19.99,19.88,17.19,19.29,526.6,0.1,4,93.11,-8.11E-02,10.33692,-7.847589,1.794942,807.1993,460.61,13149.1,37.8,35,57.05,45.15,175,0,62.86
2/28/2024,12:48:58,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.8069,470.9572,-5.849723,9.679485,13921.48,13916.6,12728.03,12037.76,1145.77,99.459,2407,1881,19.99,19.91,18.72,19.6,0,0.1,4,89.4,-0.1153691,10.33212,-11.16606,-2.505037,131.5231,486.48,13226.3,0,0,0,0,0,0,60.04
2/28/2024,13:02:16,MP_010,1,69.472,AFC2FF041FF----------1FF------,,471.2314,471.4259,-5.849723,-20.40297,13901.68,13903.97,12728.03,12208.39,1141.78,99.423,2413,1886,19.98,19.86,17.61,19.22,501.4,0.2,4,93.09,-8.66E-02,10.10658,-8.564924,2.431392,889.1385,456.9,13384.3,43.2,40,65.2,51.6,200,0,60.04
2/28/2024,13:45:41,ZPc010,0,0,AFC2FF041FF----------1FF------,,469.2964,469.0756,-0.4434808,-0.4434808,14047.2,14047.48,1073.584,1073.584,1152.73,99.339,2417,1887,19.98,19.9,17.09,19.49,9.7,0,4,37.58,,,,,,474.44,2393,0,0,0,0,0,0,NA
2/28/2024,13:57:07,MP_010,1,69.472,AFC2FF041FF----------1FF------,,469.3503,469.3672,-0.4434808,8.127462,14057.39,14053.69,1073.584,12139.52,1144.89,99.346,2419,1888,19.98,19.91,18.61,19.6,0.2,0.1,4,89.12,1.870642,-1.766501,-1058.953,-2.306517,475.8463,477.93,25119.6,0,0,0,0,0,0,58.65
2/28/2024,14:08:41,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.2289,470.5132,-0.4434808,-21.78688,14126.38,14123.22,1073.584,12441.37,1141.02,99.331,2419,1888,19.98,19.89,17.57,19.25,516.8,0.1,4,92.93,1.915903,-2.173592,-881.4457,2.64491,455.3846,449.17,25491,39.96,37,60.31,47.73,185,0,58.65
2/28/2024,14:33:10,MP_010,1,69.472,AFC2FF041FF----------1FF------,,470.8702,471.0742,-0.4434808,7.58673,14263.61,14260.87,1073.584,12309.13,1145.04,99.339,2423,1890,19.99,19.91,18,19.59,0.2,0.2,4,88.52,1.900298,-2.151386,-883.2899,-2.234032,476.7885,479.13,25496.4,0,0,0,0,0,0,56.97
2/28/2024,14:48:19,MP_010,1,69.472,AFC2FF041FF----------1FF------,,472.4333,472.3003,-0.4434808,-21.01934,14386.51,14381.92,1073.584,12534.17,1138.51,99.326,2426,1892,19.99,19.95,17.8,19.18,534.1,0.1,4,92.64,1.92799,-2.443983,-788.8718,2.501069,458.4008,451.72,25842.5,32.4,30,48.9,38.7,150,0,56.97
2/28/2024,15:12:41,MP_010,1,69.472,AFC2FF041FF----------1FF------,,472.2449,471.843,-0.4434808,6.507047,15013.69,15030.2,1073.584,11582.25,1142.65,99.25,2440,1898,19.98,19.92,19.38,19.55,0,0.2,4,87.27,1.773726,-2.158599,-821.7025,-1.992316,476.546,478.72,25538.9,0,0,0,0,0,0,55.36
2/28/2024,15:28:15,MP_010,1,69.472,AFC2FF041FF----------1FF------,,476.4525,475.5653,-0.4434808,-17.62147,14547.82,14553.28,1073.584,12364.41,1138.19,99.247,2437,1895,19.99,19.91,17.8,19.24,515.5,0.2,4,92.88,1.8989,-2.486027,-763.8295,1.944116,464.039,458.28,25844.1,37.8,35,57.05,45.15,175,0,55.36
2/28/2024,15:53:35,MP_010,1,69.472,AFC2FF041FF----------1FF------,,473.5885,474.2148,-0.4434808,5.034669,14547.16,14540.42,1073.584,12159.16,1144.83,99.199,2437,1897,19.98,19.89,18.86,19.56,0.3,0.2,4,86.11,1.874838,-2.280281,-822.1962,-1.80233,478.1041,479.82,25626,0,0,0,0,0,0,53.95
2/28/2024,16:02:55,MP_010,1,69.472,AFC2FF041FF----------1FF------,,475.7969,475.5231,-0.4434808,-15.36483,14525.07,14525.1,1073.584,12243,1141.02,99.192,2435,1897,19.99,19.88,17.54,19.24,507.3,0.1,4,91.53,1.882863,-2.363766,-796.5522,1.583499,465.3884,460.58,25694.5,37.8,35,57.05,45.15,175,0,53.95
2/28/2024,16:33:00,MP_010,1,69.472,AFC2FF041FF----------1FF------,,477.0408,476.5952,-0.4434808,4.160055,14558.1,14551.2,1073.584,11810.69,1143.85,99.168,2433,1897,19.98,19.91,18.42,19.56,0.2,0.1,4,85.33,1.81372,-1.896544,-956.3293,-1.630621,479.9018,481.14,25288.3,0,0,0,0,0,0,52.4
2/28/2024,16:44:13,MP_010,1,69.472,AFC2FF041FF----------1FF------,,476.9566,477.2729,-0.4434808,-12.59498,14529.95,14533.22,1073.584,12119.7,1139.34,99.16,2431,1895,19.98,19.89,17.53,19.24,506.1,0.3,4,91.24,1.859117,-2.222972,-836.3204,1.128002,468.9137,465.19,25579.3,37.8,35,57.05,45.15,175,0,52.4
